Freelancer_ID,Skills,Experience_Years,Description,Project_Rate,Rating,Jobs_Completed
F7056,"content planning, technical writing, storytelling, ebook writing, content writing",4,"Mid-level Writing & Content Creation professional with 4 years of experience specializing in content planning, technical writing, storytelling. Brings deep expertise in ebook writing, content writing, proficient in developing scalable solutions and optimizing workflows.",$1274-$1529,4.3,11
F7057,"mobile app testing, ionic framework, mobile ui designer",7,"Mid-level Mobile Development professional with 7 years of experience specializing in mobile app testing, ionic framework, mobile ui designer. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1381-$2613,4.5,10
F7058,"corporate social responsibility, implementation plan",4,"Mid-level Business & Consulting professional with 4 years of experience specializing in corporate social responsibility, implementation plan. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1084-$1749,4.5,26
F7059,"academic research, training presentation, educational technology, learning theory, coaching",4,"Mid-level Education & Training professional with 4 years of experience specializing in academic research, training presentation, educational technology. Brings deep expertise in learning theory, coaching, proficient in developing scalable solutions and optimizing workflows.",$1102-$2403,4.7,10
F7060,"motion graphics, adobe after effects, character animation, 3d texturing, 3d illustration",15,"Senior Graphic & Visual Design professional with 15 years of experience specializing in motion graphics, adobe after effects, character animation. Brings deep expertise in 3d texturing, 3d illustration, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4590-$7889,4.7,92
F7061,"mariadb, nosql database, oracle database administration, database design, oracle database",10,"Senior Database Management professional with 10 years of experience specializing in mariadb, nosql database, oracle database administration. Brings deep expertise in database design, oracle database, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1941-$5428,4.7,175
F7062,"english to arabic translation, arabic, persian to english translation, english to urdu translation",15,"Senior Translation & Languages professional with 15 years of experience specializing in english to arabic translation, arabic, persian to english translation. Brings deep expertise in english to urdu translation, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3449-$5021,4.7,66
F7063,"quantitative analysis, microsoft power bi, model optimization",15,"Senior Data Science professional with 15 years of experience specializing in quantitative analysis, microsoft power bi, model optimization. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4762-$5753,5.0,156
F7064,"javascript, software developer, flask",5,"Mid-level Web Development professional with 5 years of experience specializing in javascript, software developer, flask. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$929-$2336,4.3,37
F7065,"flutter, hybrid app development, mobile app design, android sdk",13,"Senior Mobile Development professional with 13 years of experience specializing in flutter, hybrid app development, mobile app design. Brings deep expertise in android sdk, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3443-$5298,4.8,165
F7066,"graphic design, character animation",7,"Mid-level Graphic & Visual Design professional with 7 years of experience specializing in graphic design, character animation. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$550-$1597,4.0,50
F7067,"research writer, teaching spanish",2,"Entry-level Education & Training professional with 2 years of experience specializing in research writer, teaching spanish. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$383-$950,4.4,7
F7068,"learning management system, academic research, learning theory",8,"Senior Education & Training professional with 8 years of experience specializing in learning management system, academic research, learning theory. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3680-$5903,4.6,105
F7069,"english to russian translation, turkish to english translation, thai to english translation, swahili",13,"Senior Translation & Languages professional with 13 years of experience specializing in english to russian translation, turkish to english translation, thai to english translation. Brings deep expertise in swahili, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3543-$7569,4.7,98
F7070,"corporate governance, sales leadership, business valuation, price & quote negotiation, management consulting",10,"Senior Business & Consulting professional with 10 years of experience specializing in corporate governance, sales leadership, business valuation. Brings deep expertise in price & quote negotiation, management consulting, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3976-$8728,4.8,79
F7071,"project management professional, agile project management, scrum, kanban methodology",13,"Senior Project Management professional with 13 years of experience specializing in project management professional, agile project management, scrum. Brings deep expertise in kanban methodology, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4987-$6000,4.6,160
F7072,"sales development, business analysis, relationship management",4,"Mid-level Business & Consulting professional with 4 years of experience specializing in sales development, business analysis, relationship management. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1345-$1614,4.8,26
F7073,"source code scanning, web application security, network security",2,"Entry-level Cybersecurity professional with 2 years of experience specializing in source code scanning, web application security, network security. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$88-$731,3.7,4
F7074,"deployment automation, gitlab, openshift, kubernetes",14,"Senior DevOps professional with 14 years of experience specializing in deployment automation, gitlab, openshift. Brings deep expertise in kubernetes, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4601-$7199,4.9,102
F7075,"content strategy, content audit, content development, fiction writing, ebook writing",2,"Entry-level Writing & Content Creation professional with 2 years of experience specializing in content strategy, content audit, content development. Brings deep expertise in fiction writing, ebook writing, enthusiastic about solving real-world challenges and expanding expertise.",$284-$614,3.7,1
F7076,"azure app service, azure openai, aws cloudformation",15,"Senior DevOps professional with 15 years of experience specializing in azure app service, azure openai, aws cloudformation. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4285-$7369,4.8,158
F7077,"android sdk, mobile app development, mobile app improvement",15,"Senior Mobile Development professional with 15 years of experience specializing in android sdk, mobile app development, mobile app improvement. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4221-$8536,4.8,198
F7078,"react, dbt, software developer, php, api documentation",5,"Mid-level Web Development professional with 5 years of experience specializing in react, dbt, software developer. Brings deep expertise in php, api documentation, proficient in developing scalable solutions and optimizing workflows.",$645-$2137,4.6,40
F7079,"content writing, research papers, creative writing",9,"Senior Marketing & SEO professional with 9 years of experience specializing in content writing, research papers, creative writing. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3127-$7983,4.9,114
F7080,"business presentation, business analysis, business process automation, sales development",1,"Entry-level Business & Consulting professional with 1 years of experience specializing in business presentation, business analysis, business process automation. Brings deep expertise in sales development, enthusiastic about solving real-world challenges and expanding expertise.",$411-$559,4.3,4
F7081,"logo design, package graphics",7,"Mid-level Graphic & Visual Design professional with 7 years of experience specializing in logo design, package graphics. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1190-$1702,4.3,10
F7082,"ebook writing, content strategy, content seo",13,"Senior Writing & Content Creation professional with 13 years of experience specializing in ebook writing, content strategy, content seo. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4165-$6918,4.7,157
F7083,"report writing, data visualization, data processing, data interpretation, looker",10,"Senior Data Science professional with 10 years of experience specializing in report writing, data visualization, data processing. Brings deep expertise in data interpretation, looker, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4154-$8933,4.9,120
F7084,"business intelligence, exploratory data analysis, bayesian statistics",11,"Senior Data Science professional with 11 years of experience specializing in business intelligence, exploratory data analysis, bayesian statistics. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4773-$8066,4.9,127
F7085,"statistics, visualization",10,"Senior Data Science professional with 10 years of experience specializing in statistics, visualization. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3810-$9811,4.6,80
F7086,"organizational behavior, business plan",15,"Senior Business & Consulting professional with 15 years of experience specializing in organizational behavior, business plan. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3619-$5232,4.6,123
F7087,"lean startup, project planning, milestones, resource allocation",12,"Senior Project Management professional with 12 years of experience specializing in lean startup, project planning, milestones. Brings deep expertise in resource allocation, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2082-$6731,4.6,179
F7088,"gatsby.js, database, api documentation, javascript, web development",7,"Mid-level Web Development professional with 7 years of experience specializing in gatsby.js, database, api documentation. Brings deep expertise in javascript, web development, proficient in developing scalable solutions and optimizing workflows.",$874-$2790,4.7,42
F7089,"logo design, package graphics",6,"Mid-level Graphic & Visual Design professional with 6 years of experience specializing in logo design, package graphics. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$714-$2757,4.2,15
F7090,"mobile ui design, ui/ux prototyping, user interface design",15,"Senior UI/UX Design professional with 15 years of experience specializing in mobile ui design, ui/ux prototyping, user interface design. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4886-$8543,4.9,61
F7091,"classification, etl pipeline, business intelligence, model optimization, snowflake",15,"Senior Data Science professional with 15 years of experience specializing in classification, etl pipeline, business intelligence. Brings deep expertise in model optimization, snowflake, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2756-$5695,4.9,151
F7092,"webgl, api integration",1,"Entry-level Web Development professional with 1 years of experience specializing in webgl, api integration. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$419-$779,4.4,6
F7093,"postgresql, sql server integration services, sql programming, database development, database programming",9,"Senior Database Management professional with 9 years of experience specializing in postgresql, sql server integration services, sql programming. Brings deep expertise in database development, database programming, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2662-$8561,4.5,90
F7094,"oracle database, database management, transact-sql, database programming, database architecture",13,"Senior Database Management professional with 13 years of experience specializing in oracle database, database management, transact-sql. Brings deep expertise in database programming, database architecture, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4339-$6752,4.5,57
F7095,"google optimize, b2b marketing, ecommerce marketing, google adsense, social media optimization",15,"Senior Marketing & SEO professional with 15 years of experience specializing in google optimize, b2b marketing, ecommerce marketing. Brings deep expertise in google adsense, social media optimization, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4017-$7646,4.8,73
F7096,"content strategy, research papers",1,"Entry-level Writing & Content Creation professional with 1 years of experience specializing in content strategy, research papers. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$437-$626,3.6,10
F7097,"security testing, web application security",11,"Senior Cybersecurity professional with 11 years of experience specializing in security testing, web application security. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3021-$6313,4.8,127
F7098,"b2b marketing, organic traffic growth, marketing analytics",12,"Senior Marketing & SEO professional with 12 years of experience specializing in b2b marketing, organic traffic growth, marketing analytics. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4657-$6951,5.0,157
F7099,"postgresql, database development, mysql, data warehousing, transact-sql",3,"Entry-level Database Management professional with 3 years of experience specializing in postgresql, database development, mysql. Brings deep expertise in data warehousing, transact-sql, enthusiastic about solving real-world challenges and expanding expertise.",$383-$632,4.2,6
F7100,"native app development, swift, ux wireframe",5,"Mid-level Mobile Development professional with 5 years of experience specializing in native app development, swift, ux wireframe. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$627-$1654,4.7,35
F7101,"romanian, thai to english translation, hindi to english translation",6,"Mid-level Translation & Languages professional with 6 years of experience specializing in romanian, thai to english translation, hindi to english translation. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$908-$2201,4.5,10
F7102,"security infrastructure, information security, penetration testing, web application security, network security",15,"Senior Cybersecurity professional with 15 years of experience specializing in security infrastructure, information security, penetration testing. Brings deep expertise in web application security, network security, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3233-$5256,5.0,75
F7103,"information security, personal information protection & electronic documents act, security infrastructure",6,"Mid-level Cybersecurity professional with 6 years of experience specializing in information security, personal information protection & electronic documents act, security infrastructure. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$860-$2144,4.1,33
F7104,"adobe photoshop, photo restoration, adobe dreamweaver",6,"Mid-level Graphic & Visual Design professional with 6 years of experience specializing in adobe photoshop, photo restoration, adobe dreamweaver. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1236-$1610,4.1,29
F7105,"leadership skills, business research, business presentation",2,"Entry-level Business & Consulting professional with 2 years of experience specializing in leadership skills, business research, business presentation. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$402-$659,4.0,8
F7106,"mongodb, oracle database, microsoft sql server administration",13,"Senior Database Management professional with 13 years of experience specializing in mongodb, oracle database, microsoft sql server administration. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3400-$7851,4.6,74
F7107,"mobile app improvement, ios development, mobile app redesign, android",14,"Senior Mobile Development professional with 14 years of experience specializing in mobile app improvement, ios development, mobile app redesign. Brings deep expertise in android, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3887-$7218,4.6,180
F7108,"visual communication, user research, prototyping, adobe xd",10,"Senior UI/UX Design professional with 10 years of experience specializing in visual communication, user research, prototyping. Brings deep expertise in adobe xd, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2463-$5141,4.9,168
F7109,"user research, mobile ui design, adobe xd, ux & ui, ui/ux prototyping",9,"Senior UI/UX Design professional with 9 years of experience specializing in user research, mobile ui design, adobe xd. Brings deep expertise in ux & ui, ui/ux prototyping, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4731-$7399,4.6,61
F7110,"nosql database, sql programming, mariadb",3,"Entry-level Database Management professional with 3 years of experience specializing in nosql database, sql programming, mariadb. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$440-$719,4.4,5
F7111,"data modeling, database design, sql, sql server integration services, nosql database",3,"Entry-level Database Management professional with 3 years of experience specializing in data modeling, database design, sql. Brings deep expertise in sql server integration services, nosql database, enthusiastic about solving real-world challenges and expanding expertise.",$82-$757,4.2,7
F7112,"journalism writing, content planning, content seo, white paper, storytelling",2,"Entry-level Writing & Content Creation professional with 2 years of experience specializing in journalism writing, content planning, content seo. Brings deep expertise in white paper, storytelling, enthusiastic about solving real-world challenges and expanding expertise.",$269-$652,4.3,5
F7113,"machine learning model, report writing, rapidminer, sql",14,"Senior Data Science professional with 14 years of experience specializing in machine learning model, report writing, rapidminer. Brings deep expertise in sql, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2548-$6640,4.7,196
F7114,"mariadb, microsoft sql server administration, data modeling",14,"Senior Database Management professional with 14 years of experience specializing in mariadb, microsoft sql server administration, data modeling. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4489-$9711,5.0,177
F7115,"youtube marketing, google analytics api, social media engagement, campaign optimization",8,"Senior Marketing & SEO professional with 8 years of experience specializing in youtube marketing, google analytics api, social media engagement. Brings deep expertise in campaign optimization, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4781-$9047,4.7,107
F7116,"requirements specification, project timelines",15,"Senior Project Management professional with 15 years of experience specializing in requirements specification, project timelines. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4171-$6425,4.6,57
F7117,"data warehousing, mongodb",6,"Mid-level Database Management professional with 6 years of experience specializing in data warehousing, mongodb. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1306-$1951,4.6,33
F7118,"2d illustration, digital painting, digital art, digital illustration, adobe after effects",15,"Senior Graphic & Visual Design professional with 15 years of experience specializing in 2d illustration, digital painting, digital art. Brings deep expertise in digital illustration, adobe after effects, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4725-$9041,4.6,140
F7119,"linkedin marketing, instagram marketing",8,"Senior Marketing & SEO professional with 8 years of experience specializing in linkedin marketing, instagram marketing. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4679-$8106,4.8,101
F7120,"adobe photoshop, digital design, infographic",4,"Mid-level Graphic & Visual Design professional with 4 years of experience specializing in adobe photoshop, digital design, infographic. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$556-$2937,4.5,13
F7121,"visual communication, adobe xd, prototyping, user research",9,"Senior UI/UX Design professional with 9 years of experience specializing in visual communication, adobe xd, prototyping. Brings deep expertise in user research, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2476-$7606,4.9,191
F7122,"course, educational technology, program evaluation, program curriculum",11,"Senior Education & Training professional with 11 years of experience specializing in course, educational technology, program evaluation. Brings deep expertise in program curriculum, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4164-$8887,4.8,164
F7123,"html5, website, interactive design",5,"Mid-level Web Development professional with 5 years of experience specializing in html5, website, interactive design. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1241-$1791,4.0,10
F7124,"content guidelines, white paper",14,"Senior Writing & Content Creation professional with 14 years of experience specializing in content guidelines, white paper. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4923-$9678,4.7,141
F7125,"model optimization, data processing, unsupervised learning, data science, tableau",13,"Senior Data Science professional with 13 years of experience specializing in model optimization, data processing, unsupervised learning. Brings deep expertise in data science, tableau, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2445-$6963,4.6,161
F7126,"responsive design, wireframing, adobe xd, prototyping, user experience design",15,"Senior UI/UX Design professional with 15 years of experience specializing in responsive design, wireframing, adobe xd. Brings deep expertise in prototyping, user experience design, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2006-$5848,4.6,182
F7127,"business management, relationship management, business operations, sales development, business research",14,"Senior Business & Consulting professional with 14 years of experience specializing in business management, relationship management, business operations. Brings deep expertise in sales development, business research, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4111-$6131,4.9,161
F7128,"user experience strategy, mobile ui design, wireframing",6,"Mid-level UI/UX Design professional with 6 years of experience specializing in user experience strategy, mobile ui design, wireframing. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$625-$1965,4.6,41
F7129,"scrum master, project management",15,"Senior Project Management professional with 15 years of experience specializing in scrum master, project management. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4944-$8712,4.6,150
F7130,"vpn, information security consultation, ethical hacking",11,"Senior Cybersecurity professional with 11 years of experience specializing in vpn, information security consultation, ethical hacking. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3054-$7939,5.0,200
F7131,"ansible, deployment automation, jenkins, azure devops server",14,"Senior DevOps professional with 14 years of experience specializing in ansible, deployment automation, jenkins. Brings deep expertise in azure devops server, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2742-$5388,4.8,111
F7132,"blog writing, academic writing, content writing",7,"Mid-level Writing & Content Creation professional with 7 years of experience specializing in blog writing, academic writing, content writing. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1410-$1719,4.1,47
F7133,"serverless computing, microsoft azure, azure app service, azure blockchain service",10,"Senior DevOps professional with 10 years of experience specializing in serverless computing, microsoft azure, azure app service. Brings deep expertise in azure blockchain service, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3417-$9883,4.6,173
F7134,"data analytics, model optimization, machine learning",10,"Senior Data Science professional with 10 years of experience specializing in data analytics, model optimization, machine learning. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2065-$9448,4.9,56
F7135,"lean consulting, milestones, project delivery",8,"Senior Project Management professional with 8 years of experience specializing in lean consulting, milestones, project delivery. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2463-$9571,4.7,196
F7136,"vpn, cybersecurity management, personal information protection & electronic documents act",15,"Senior Cybersecurity professional with 15 years of experience specializing in vpn, cybersecurity management, personal information protection & electronic documents act. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2237-$6951,5.0,151
F7137,"html2text, flask, react, django",4,"Mid-level Web Development professional with 4 years of experience specializing in html2text, flask, react. Brings deep expertise in django, proficient in developing scalable solutions and optimizing workflows.",$615-$2915,4.0,11
F7138,"book writing, content seo, creative writing, ghostwriting",13,"Senior Writing & Content Creation professional with 13 years of experience specializing in book writing, content seo, creative writing. Brings deep expertise in ghostwriting, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3781-$9007,4.9,77
F7139,"digital painting, adobe lightroom, 3d illustration",8,"Senior Graphic & Visual Design professional with 8 years of experience specializing in digital painting, adobe lightroom, 3d illustration. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4834-$9165,4.7,105
F7140,"tutoring, academic research, presentation design, academic content development",10,"Senior Education & Training professional with 10 years of experience specializing in tutoring, academic research, presentation design. Brings deep expertise in academic content development, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2212-$6194,4.5,127
F7141,"hindi, english, bulgarian to english translation",4,"Mid-level Translation & Languages professional with 4 years of experience specializing in hindi, english, bulgarian to english translation. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$926-$1548,4.4,33
F7142,"corporate social responsibility, organizational behavior, sales leadership, strategy",9,"Senior Business & Consulting professional with 9 years of experience specializing in corporate social responsibility, organizational behavior, sales leadership. Brings deep expertise in strategy, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1934-$5663,4.7,131
F7143,"deployment automation, azure blockchain service",14,"Senior DevOps professional with 14 years of experience specializing in deployment automation, azure blockchain service. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2257-$6524,4.6,164
F7144,"google analytics api, tiktok marketing, marketing analytics, campaign optimization, community management",12,"Senior Marketing & SEO professional with 12 years of experience specializing in google analytics api, tiktok marketing, marketing analytics. Brings deep expertise in campaign optimization, community management, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2776-$5315,5.0,156
F7145,"milestones, change management, project management professional, scrum, project objectives",14,"Senior Project Management professional with 14 years of experience specializing in milestones, change management, project management professional. Brings deep expertise in scrum, project objectives, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3679-$8785,4.8,152
F7146,"program curriculum, training & development",9,"Senior Education & Training professional with 9 years of experience specializing in program curriculum, training & development. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3379-$7231,4.6,87
F7147,"mobile app development, mobile ui designer, iphone ui design, ios development",10,"Senior Mobile Development professional with 10 years of experience specializing in mobile app development, mobile ui designer, iphone ui design. Brings deep expertise in ios development, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1734-$5364,4.6,76
F7148,"linkedin marketing, search engine optimization",7,"Mid-level Marketing & SEO professional with 7 years of experience specializing in linkedin marketing, search engine optimization. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1305-$2351,4.3,44
F7149,"character design, vector graphic, digital painting, 3d animation",12,"Senior Graphic & Visual Design professional with 12 years of experience specializing in character design, vector graphic, digital painting. Brings deep expertise in 3d animation, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3990-$5117,4.6,193
F7150,"mariadb, nosql database, sql, postgresql",2,"Entry-level Database Management professional with 2 years of experience specializing in mariadb, nosql database, sql. Brings deep expertise in postgresql, enthusiastic about solving real-world challenges and expanding expertise.",$242-$652,4.1,4
F7151,"career coaching, training presentation, tutoring, coaching",14,"Senior Education & Training professional with 14 years of experience specializing in career coaching, training presentation, tutoring. Brings deep expertise in coaching, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2711-$6243,4.6,63
F7152,"devops engineering, azure devops server, ansible",13,"Senior DevOps professional with 13 years of experience specializing in devops engineering, azure devops server, ansible. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4865-$8786,4.6,81
F7153,"search engine optimization, facebook advertising, google search console",11,"Senior Marketing & SEO professional with 11 years of experience specializing in search engine optimization, facebook advertising, google search console. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3878-$7537,4.7,101
F7154,"social media content, ebook writing",3,"Entry-level Writing & Content Creation professional with 3 years of experience specializing in social media content, ebook writing. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$135-$670,3.5,3
F7155,"elearning, coaching, workshop facilitation, bilingual education",14,"Senior Education & Training professional with 14 years of experience specializing in elearning, coaching, workshop facilitation. Brings deep expertise in bilingual education, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2864-$6137,4.8,102
F7156,"devops, ansible",12,"Senior DevOps professional with 12 years of experience specializing in devops, ansible. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3709-$8640,4.6,168
F7157,"agile project management, project scheduling",5,"Mid-level Project Management professional with 5 years of experience specializing in agile project management, project scheduling. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1480-$2196,4.4,17
F7158,"resource allocation, requirements specification",10,"Senior Project Management professional with 10 years of experience specializing in resource allocation, requirements specification. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4883-$7149,4.9,145
F7159,"mobile app improvement, android sdk",3,"Entry-level Mobile Development professional with 3 years of experience specializing in mobile app improvement, android sdk. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$400-$975,3.7,4
F7160,"english to albanian translation, italian to english translation, czech",1,"Entry-level Translation & Languages professional with 1 years of experience specializing in english to albanian translation, italian to english translation, czech. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$420-$871,4.3,5
F7161,"czech, english to turkish translation, finnish, russian to english translation",7,"Mid-level Translation & Languages professional with 7 years of experience specializing in czech, english to turkish translation, finnish. Brings deep expertise in russian to english translation, proficient in developing scalable solutions and optimizing workflows.",$921-$1947,4.2,13
F7162,"cyber threat intelligence, penetration testing, firewall",11,"Senior Cybersecurity professional with 11 years of experience specializing in cyber threat intelligence, penetration testing, firewall. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4791-$5409,4.6,143
F7163,"mobile app development, native app development, mobile app redesign, ios",11,"Senior Mobile Development professional with 11 years of experience specializing in mobile app development, native app development, mobile app redesign. Brings deep expertise in ios, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2181-$8528,4.6,116
F7164,"react, web hosting",14,"Senior Web Development professional with 14 years of experience specializing in react, web hosting. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2963-$6662,4.6,170
F7165,"b2b marketing, google ad manager, influencer marketing, google analytics, linkedin marketing",10,"Senior Marketing & SEO professional with 10 years of experience specializing in b2b marketing, google ad manager, influencer marketing. Brings deep expertise in google analytics, linkedin marketing, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4843-$9866,4.8,71
F7166,"security policies & procedures documentation, cybersecurity management, cyber threat intelligence, information security consultation",6,"Mid-level Cybersecurity professional with 6 years of experience specializing in security policies & procedures documentation, cybersecurity management, cyber threat intelligence. Brings deep expertise in information security consultation, proficient in developing scalable solutions and optimizing workflows.",$1434-$2491,4.4,35
F7167,"oracle database, mariadb",2,"Entry-level Database Management professional with 2 years of experience specializing in oracle database, mariadb. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$208-$745,3.7,2
F7168,"azure iot core, cloud computing, ansible, infrastructure management, deployment automation",3,"Entry-level DevOps professional with 3 years of experience specializing in azure iot core, cloud computing, ansible. Brings deep expertise in infrastructure management, deployment automation, enthusiastic about solving real-world challenges and expanding expertise.",$453-$591,4.5,2
F7169,"content writing, academic writing, article writing, content strategy",4,"Mid-level Marketing & SEO professional with 4 years of experience specializing in content writing, academic writing, article writing. Brings deep expertise in content strategy, proficient in developing scalable solutions and optimizing workflows.",$664-$2762,4.1,39
